# RA DEC
3.266957300000000259e+02 -5.761477000000000004e+01
3.270984599999999887e+02 -4.872925899999999899e+01
3.271811999999999898e+02 -6.127796899999999880e+01
3.273758100000000013e+02 -5.350110899999999958e+01
3.281449700000000007e+02 -5.656319500000000033e+01
3.281926000000000272e+02 -4.649542199999999781e+01
3.288871399999999880e+02 -5.241156800000000260e+01
3.289850400000000263e+02 -6.080777700000000152e+01
3.295415399999999977e+02 -5.485014499999999771e+01
3.295692300000000046e+02 -4.885325300000000226e+01
3.299910499999999729e+02 -6.274139399999999966e+01
3.301775900000000092e+02 -4.146777800000000269e+01
3.302110400000000254e+02 -4.769175400000000309e+01
3.302305200000000127e+02 -4.282361399999999918e+01
3.304734399999999823e+02 -5.994371100000000041e+01
3.307988199999999779e+02 -5.078985399999999828e+01
3.308529199999999832e+02 -4.988818100000000300e+01
3.309184500000000071e+02 -5.829942499999999939e+01
3.312664500000000203e+02 -5.945638199999999784e+01
3.315242600000000266e+02 -4.229167900000000202e+01
3.316182699999999954e+02 -4.095253199999999794e+01
3.316557799999999929e+02 -5.812903500000000179e+01
3.319363399999999729e+02 -4.787251700000000199e+01
3.328259699999999839e+02 -4.856031099999999867e+01
3.337183899999999994e+02 -4.670504400000000089e+01
3.344895099999999957e+02 -6.515058899999999653e+01
3.345419699999999921e+02 -5.554675999999999902e+01
3.347485800000000040e+02 -4.532052300000000145e+01
3.349614199999999755e+02 -5.713841699999999690e+01
3.350808900000000108e+02 -4.558240800000000092e+01
3.357121999999999957e+02 -4.857345399999999813e+01
3.358143800000000283e+02 -5.026636299999999835e+01
3.358668999999999869e+02 -5.246512700000000251e+01
3.372152500000000259e+02 -5.846858199999999783e+01
3.373891100000000165e+02 -4.334108100000000263e+01
3.379799699999999802e+02 -5.279058500000000009e+01
3.381487300000000005e+02 -5.999034900000000192e+01
3.382318599999999833e+02 -6.185580600000000118e+01
3.383295299999999770e+02 -5.365018500000000046e+01
3.383648200000000088e+02 -4.749117799999999789e+01
3.388637100000000260e+02 -4.426938499999999976e+01
3.392186199999999872e+02 -4.592793799999999749e+01
3.403170400000000200e+02 -4.001821000000000339e+01
3.404364899999999921e+02 -4.596848399999999657e+01
3.404748900000000162e+02 -4.260041799999999768e+01
3.405195299999999747e+02 -4.458968000000000131e+01
3.412604099999999789e+02 -6.211361300000000085e+01
3.421906900000000178e+02 -4.452685900000000174e+01
3.424068800000000010e+02 -4.471583900000000256e+01
3.424295700000000124e+02 -6.443416100000000313e+01
3.426822900000000232e+02 -4.814468800000000215e+01
3.427890600000000063e+02 -4.880322100000000063e+01
3.435144799999999918e+02 -6.324501500000000220e+01
3.435870400000000018e+02 -4.912740300000000104e+01
3.435880099999999970e+02 -4.634364399999999762e+01
3.435894599999999741e+02 -5.808506100000000316e+01
3.438763299999999958e+02 -5.294631900000000257e+01
3.440024300000000039e+02 -5.424359400000000164e+01
3.447050699999999779e+02 -4.073856500000000125e+01
3.447528199999999856e+02 -6.095457499999999840e+01
3.448137600000000020e+02 -3.987404999999999688e+01
3.449818399999999770e+02 -5.452936199999999900e+01
3.449954900000000180e+02 -5.628585600000000255e+01
3.450615399999999795e+02 -5.180034400000000261e+01
3.451037600000000225e+02 -4.501148400000000294e+01
3.451761000000000195e+02 -5.351900799999999947e+01
3.452342800000000125e+02 -5.255068800000000095e+01
3.454669000000000096e+02 -5.577675700000000347e+01
3.454687200000000189e+02 -4.039115000000000322e+01
3.455851000000000113e+02 -4.458497400000000255e+01
3.466121099999999728e+02 -5.133695900000000023e+01
3.467297800000000052e+02 -6.509104200000000162e+01
3.472351100000000201e+02 -4.856786499999999762e+01
3.473891100000000165e+02 -4.151586900000000213e+01
3.478447100000000205e+02 -4.206367000000000189e+01
3.479923600000000192e+02 -5.834518299999999869e+01
3.480560399999999959e+02 -4.635228500000000196e+01
3.484995099999999866e+02 -4.272560000000000002e+01
3.491949599999999805e+02 -4.500351100000000315e+01
3.492081900000000019e+02 -5.489778700000000100e+01
3.492756899999999973e+02 -4.712131999999999721e+01
3.499827900000000227e+02 -4.727872200000000191e+01
3.504022400000000061e+02 -5.432305000000000206e+01
3.513042599999999993e+02 -4.119590199999999669e+01
3.517818399999999883e+02 -5.161894000000000204e+01
3.520576100000000110e+02 -4.628018099999999890e+01
3.524732999999999947e+02 -5.852449099999999760e+01
3.525707600000000070e+02 -4.503442400000000134e+01
3.529608400000000188e+02 -5.086392699999999678e+01
3.530273199999999747e+02 -5.088953599999999966e+01
3.531057200000000194e+02 -5.396754500000000121e+01
3.537861100000000079e+02 -4.573887299999999811e+01
3.539709799999999973e+02 -4.273277000000000214e+01
3.543522500000000264e+02 -5.970492899999999992e+01
3.543988600000000133e+02 -5.920458099999999746e+01
3.547996200000000044e+02 -4.096966799999999864e+01
3.552991000000000099e+02 -5.132807199999999881e+01
3.553568300000000022e+02 -5.741579899999999981e+01
3.556891800000000217e+02 -5.418562099999999759e+01
3.557453499999999735e+02 -4.724119799999999714e+01
3.561481099999999742e+02 -4.240997600000000034e+01
3.561846899999999891e+02 -4.272092299999999909e+01
3.562555300000000216e+02 -6.409593300000000227e+01
3.577272100000000137e+02 -5.302119700000000080e+01
3.578977699999999800e+02 -5.488291300000000206e+01
3.580509999999999877e+02 -5.877581500000000148e+01
3.580631300000000010e+02 -4.695688200000000023e+01
3.581938999999999851e+02 -6.156707600000000014e+01
3.582559499999999844e+02 -5.520498299999999858e+01
3.587121599999999830e+02 -5.655448499999999967e+01
3.589497999999999820e+02 -5.093197700000000339e+01
3.590126799999999889e+02 -4.234964599999999990e+01
3.590821300000000065e+02 -6.024478899999999726e+01
3.595314300000000003e+02 -5.248400800000000288e+01
3.596420699999999897e+02 -4.171730199999999655e+01
3.597075399999999945e+02 -6.148624000000000223e+01
3.597305600000000254e+02 -4.390255299999999750e+01
3.598859100000000240e+02 -5.745789400000000313e+01
3.599229599999999891e+02 -5.016490300000000246e+01
